Avg Train Loss,Avg Dev Loss,Train Accurancy,Dev Accurancy
2.3907037474697295,2.2586896453728555,0.1084,0.1684
2.2624560346537144,2.152373196997421,0.16958,0.2436
2.159552278517832,2.0581405426487662,0.24384,0.3229
2.0683556955151627,1.9720076753639755,0.31834,0.3974
1.9849451607086934,1.8924167283464246,0.3893,0.4689
1.9078297732695035,1.8185796984355602,0.45334,0.5279
1.836270910607565,1.749981314257667,0.50968,0.5783
1.76978701462761,1.686213289021758,0.55906,0.6188
1.7079924333028016,1.6269160821078552,0.59962,0.6553
1.6505429691955784,1.5717580189082683,0.62968,0.68
1.5971176781295178,1.5204279658703863,0.65484,0.7004
1.5474133472949165,1.4726330100637934,0.6752,0.7182
1.5011433521962296,1.4280979161283578,0.69062,0.7331
1.4580378549138757,1.3865650936338714,0.70406,0.7441
1.4178442132125388,1.3477945732674095,0.71514,0.7531
1.3803271977199267,1.3115638083040033,0.72482,0.7624
1.3452689053750535,1.2776672566419163,0.73316,0.7699
1.3124683756721713,1.2459157596939074,0.7407,0.775
1.2817409612935078,1.2161357589683324,0.74742,0.7814
1.2529175170425948,1.1881683977713688,0.75306,0.7876
1.2258434685822313,1.1618685532243578,0.75844,0.7929
1.200377813963069,1.1371038375327354,0.76328,0.7959
1.1763921005517484,1.113753599800064,0.7676,0.801
1.1537694098120534,1.0917079520852402,0.7719,0.8058
1.1324033733933807,1.0708668365793221,0.7762,0.8089
1.1121972364780117,1.0511391450385439,0.77986,0.8114
1.0930629783533605,1.0324418970101097,0.78314,0.8142
1.0749204955735125,1.0146994798540585,0.78594,0.8167
1.0576968496600696,0.9978429509557414,0.78884,0.8188
1.0413255788502866,0.9818094006794672,0.79176,0.8218
1.0257460717300626,0.9665413733772211,0.7943,0.8238
1.010902999512408,0.9519863429963427,0.7969,0.8257
0.9967458030896414,0.9380962394085512,0.7992,0.8272
0.9832282306794964,0.9248270214138101,0.80102,0.8286
0.9703079218064521,0.912138292379886,0.8027,0.8301
0.9579460334378698,0.899992954605174,0.80498,0.8316
0.9461069042743468,0.8883568986946804,0.80704,0.8326
0.9347577534362324,0.8771987244852607,0.80898,0.8337
0.9238684100637279,0.866489490323893,0.81064,0.8352
0.9134110706363117,0.8562024877763037,0.81204,0.8368
0.9033600811053265,0.8463130391115318,0.81382,0.8388
0.8936917412112151,0.8367983151648588,0.81526,0.8404
0.8843841286201086,0.8276371714224336,0.8163,0.8417
0.875416940757752,0.8188100003938015,0.81778,0.843
0.8667713524442713,0.8102985985427194,0.81872,0.8441
0.8584298876362432,0.8020860462321205,0.82006,0.845
0.8503763037681202,0.7941565993064386,0.82132,0.8469
0.8425954873502604,0.7864955910849458,0.8226,0.8477
0.835073359629486,0.7790893436743843,0.82366,0.8486
0.8277967912512875,0.7719250876292543,0.82484,0.8495
0.8207535249794329,0.7649908890952475,0.82596,0.8504
0.8139321056350919,0.7582755836662475,0.82702,0.8511
0.8073218165092707,0.7517687162699647,0.82776,0.8516
0.8009126215857624,0.7454604864720867,0.82874,0.8522
0.7946951129840519,0.7393416986552847,0.8297,0.8527
0.7886604630970304,0.7334037165884592,0.83078,0.8528
0.7828003809548704,0.727638421953592,0.83138,0.8535
0.7771070723976522,0.7220381764441142,0.83198,0.8538
0.7715732036841818,0.7165957870895465,0.83264,0.8548
0.7661918682037073,0.7113044744977921,0.83334,0.8553
0.7609565559932777,0.7061578437385442,0.83392,0.8556
0.7558611257941481,0.7011498576203354,0.83468,0.8562
0.7508997794086386,0.6962748121387696,0.8353,0.8569
0.7460670381435823,0.6915273138967338,0.83594,0.8572
0.741357721148136,0.6869022593172099,0.83644,0.8581
0.7367669254736365,0.6823948154872475,0.837,0.8585
0.7322900077000473,0.6780004024881722,0.83756,0.8589
0.7279225669894683,0.6737146770807467,0.8383,0.8595
0.7236604294407545,0.6695335176274176,0.8389,0.8604
0.7194996336314283,0.6654530101447309,0.8396,0.8611
0.7154364172445771,0.6614694353895118,0.83992,0.8614
0.7114672046878208,0.6575792568914343,0.84038,0.8621
0.707588595620424,0.6537791098528976,0.84102,0.8629
0.7037973543124758,0.6500657908443621,0.8416,0.8633
0.7000903997674357,0.6464362482300957,0.84244,0.8636
0.6964647965450503,0.6428875732650926,0.84302,0.8639
0.6929177462282935,0.6394169918093138,0.84362,0.8643
0.6894465794821865,0.6360218566102848,0.84406,0.8647
0.6860487486577369,0.6326996401093398,0.84436,0.8652
0.6827218208980066,0.6294479277308274,0.84492,0.8657
0.6794634717071631,0.6262644116170555,0.84564,0.866
0.6762714789469837,0.6231468847750036,0.8462,0.8666
0.6731437172279707,0.6200932356037404,0.84674,0.867
0.6700781526655533,0.6171014427740774,0.8471,0.8672
0.6670728379737331,0.6141695704344381,0.84754,0.8675
0.6641259078715164,0.611295763718987,0.84796,0.8678
0.6612355747790105,0.6084782445361663,0.84854,0.8679
0.6584001247820966,0.6057153076174403,0.84892,0.868
0.6556179138466456,0.6030053168077047,0.84942,0.8683
0.6528873642641739,0.6003467015804679,0.8496,0.8688
0.6502069613128055,0.5977379537619472,0.84996,0.8691
