Avg Train Loss,Avg Dev Loss,Train Accurancy,Dev Accurancy
0.37734653841346605,0.2882038366804391,0.892,0.9182
0.3108754802647744,0.27783090642727976,0.91218,0.9217
0.29850195335080976,0.2739145911878142,0.91626,0.9229
0.29145956306341947,0.27198766312159367,0.91814,0.9229
0.2866001985811454,0.27095945526131876,0.9201,0.9241
0.2594514763644034,0.2614218564921879,0.92732,0.9285
0.2569111733716425,0.26067901550915124,0.92836,0.9291
0.25598217271712953,0.2603125799600871,0.9287,0.929
0.2553703875756199,0.2600637920754576,0.92898,0.9291
0.25488721649715435,0.2598750977002688,0.92902,0.929
0.2544723642885604,0.2597237368707466,0.9291,0.9289
0.2540998081706987,0.2595978793699851,0.92908,0.929
0.2537561813579872,0.25949049069612234,0.92924,0.9291
0.25343378240090597,0.25939707687246727,0.92942,0.9292
0.2531277993828022,0.25931463417256634,0.92962,0.9297
0.2503163049863395,0.2583922589264215,0.93038,0.9296
0.2500805792272659,0.258329277778807,0.93036,0.9296
0.25000763873469123,0.25830260106036246,0.9305,0.9297
0.24995409586198003,0.25828630868861535,0.93058,0.9296
0.249909303792483,0.25827431074453094,0.93062,0.9297
0.24986949122359772,0.25826463836069485,0.93062,0.9297
0.24983279891415183,0.25825644943561415,0.9306,0.9297
0.24979818433196851,0.258249275118389,0.93066,0.9296
0.2497650201381372,0.25824280589373727,0.93066,0.9296
0.2497329102823884,0.2582368212285703,0.93072,0.9295
0.24940446365889984,0.25821617872656677,0.93088,0.9297
0.24937806596492043,0.2582112642723802,0.93084,0.93
0.24936453618341536,0.2582118121814734,0.93086,0.9301
0.24935637641221053,0.2582140121424582,0.93078,0.9301
0.24935058480836728,0.2582164810865041,0.93082,0.9301
0.2493459140623218,0.25821874735083494,0.9308,0.9302
0.2493418189364871,0.2582206782464639,0.93082,0.9302
0.24933804527972006,0.2582222635444047,0.9308,0.9302
0.24933446558954322,0.2582235338097063,0.9308,0.9302
0.24933101092576807,0.2582245299905336,0.93082,0.9301
0.2493276413808783,0.2582252925051346,0.93082,0.9301
0.249324332501641,0.2582258577121317,0.93082,0.9301
0.24932106861279824,0.25822625712992753,0.93082,0.9301
0.24931783930115453,0.2582265176332221,0.93084,0.9301
0.24931463744366203,0.2582266619539564,0.9308,0.9301
0.24931145804194,0.2582267092368941,0.9308,0.9301
0.24930829750470845,0.2582266755623645,0.9308,0.9301
0.24930515319210855,0.2582265744102757,0.9308,0.9301
0.24930202311947058,0.2582264170621322,0.93082,0.9301
0.24929890576110667,0.2582262129455619,0.93084,0.9301
0.24929579991822357,0.25822596992797064,0.93086,0.9301
0.24929270462884406,0.25822569456601674,0.93084,0.9301
0.249289619105491,0.2582253923170675,0.93082,0.9301
0.24928654269144668,0.25822506771804105,0.93082,0.9301
0.24928347482975763,0.25822472453637535,0.93082,0.9301
