Avg Train Loss,Avg Dev Loss,Train Accurancy,Dev Accurancy
2.4741710299150688,2.333613431871317,0.05994,0.1034
2.334954676200328,2.2167161607821613,0.10178,0.1795
2.222036147917147,2.1143293542569124,0.18038,0.2813
2.1230495616598146,2.0216921202357225,0.27384,0.3811
2.033361716265063,1.9367009845765475,0.36448,0.4642
1.950979647072265,1.8582917720859633,0.442,0.5239
1.874921935515879,1.785802448671486,0.50224,0.5702
1.8045836611274146,1.7187256694670814,0.54944,0.6099
1.7394956929063514,1.6566188652928868,0.58648,0.6371
1.6792410512153997,1.5990748287560865,0.6152,0.6615
1.6234300157644372,1.545713735196114,0.63964,0.6842
1.5716951195739577,1.4961817745168557,0.6606,0.701
1.5236916778576848,1.4501512005663582,0.6769,0.7156
1.4790990391185979,1.4073202082146237,0.69138,0.7276
1.4376212203400327,1.3674123011519164,0.70368,0.7398
1.3989867482894405,1.3301752012453123,0.7139,0.7491
1.3629478589229262,1.2953794393556264,0.72278,0.7559
1.329279260468066,1.262816762614786,0.73088,0.7636
1.2977766384600926,1.2322984646001578,0.73874,0.7697
1.2682550377701645,1.2036537150855593,0.74536,0.7769
1.2405472170470644,1.176727941232378,0.75062,0.7828
1.2145020394869481,1.1513812930448126,0.75578,0.7866
1.189982940287594,1.127487211944085,0.76102,0.7916
1.1668664941632505,1.1049311113959066,0.7657,0.7962
1.145041094414173,1.0836091716985683,0.76926,0.8
1.1244057469749202,1.0634272465113768,0.773,0.8036
1.1048689775793241,1.0442998758488116,0.77626,0.8066
1.0863478468856649,1.0261493986041117,0.77998,0.8099
1.0687670665079183,1.0089051568377327,0.78272,0.8122
1.052058207959953,0.992502783804028,0.786,0.8145
1.0361589962228246,0.9768835678010118,0.78912,0.8174
1.0210126797629404,0.9619938842745338,0.79128,0.8202
1.0065674692027222,0.9477846890917692,0.79358,0.8228
0.9927760373647019,0.9342110664528085,0.79564,0.824
0.979595074001538,0.9212318254870686,0.79746,0.8256
0.9669848891368144,0.9088091401545995,0.7995,0.8275
0.9549090595451233,0.8969082276206573,0.80104,0.829
0.94333411347439,0.8854970607865161,0.80258,0.8308
0.9322292492485619,0.8745461111323984,0.80376,0.8326
0.9215660838783112,0.8640281184599237,0.80562,0.8343
0.9113184282523104,0.8539178845096862,0.80728,0.8358
0.9014620858792608,0.8441920877782614,0.80902,0.8372
0.8919746725069273,0.8348291171690732,0.81048,0.8382
0.8828354542602481,0.8258089223872578,0.81196,0.8391
0.8740252022196041,0.8171128792324265,0.81324,0.8407
0.8655260616065539,0.8087236681587445,0.81438,0.8416
0.8573214339617493,0.8006251646616314,0.8159,0.843
0.8493958708898763,0.7928023402174751,0.81716,0.8438
0.8417349781144764,0.7852411726503717,0.81836,0.8446
0.8343253287321388,0.7779285649289251,0.81954,0.8457
0.8271543846851226,0.7708522715104582,0.82068,0.847
0.8202104255844737,0.7640008314500655,0.82158,0.8474
0.8134824841154128,0.7573635075800657,0.82262,0.8481
0.8069602873439639,0.750930231143309,0.82368,0.8496
0.800634203321104,0.7446915513319287,0.82472,0.8506
0.7944951924478065,0.7386385892436713,0.8258,0.8508
0.788534763124067,0.7327629958210014,0.82674,0.8516
0.7827449312574039,0.7270569133851851,0.82756,0.8524
0.7771181832527249,0.721512940419175,0.82842,0.8528
0.7716474421457897,0.7161240992895886,0.82932,0.8532
0.7663260365790877,0.710883806630932,0.83028,0.8543
0.7611476723504107,0.7057858461437897,0.83122,0.8551
0.7561064062928846,0.7008243435843062,0.83184,0.856
0.7511966222701526,0.6959937437451181,0.83262,0.8562
0.7464130090926633,0.691288789247993,0.83334,0.8562
0.7417505401805387,0.6867045009864012,0.8342,0.8567
0.7372044548165508,0.682236160072332,0.83468,0.8573
0.7327702408475572,0.6778792911559013,0.83532,0.8579
0.7284436187076156,0.6736296469990718,0.83606,0.8585
0.724220526647537,0.6694831941962166,0.83708,0.8584
0.7200971070674075,0.665436099944504,0.83752,0.8586
0.716069693858068,0.6614847197761046,0.83802,0.8591
0.7121348006668655,0.6576255861726017,0.83864,0.8594
0.7082891100103716,0.6538553979892111,0.83918,0.8599
0.7045294631647168,0.6501710106230701,0.83948,0.8607
0.7008528507696609,0.6465694268658678,0.83996,0.8613
0.6972564040891126,0.6430477883863637,0.84066,0.8618
0.6937373868755957,0.6396033677932205,0.84122,0.8621
0.690293187790847,0.6362335612329686,0.8418,0.8626
0.6869213133390434,0.6329358814818103,0.84236,0.8628
0.6836193812730329,0.6297079514934855,0.84296,0.8633
0.6803851144371648,0.6265474983688547,0.84332,0.8637
0.6772163350137016,0.6234523477154981,0.8439,0.8638
0.6741109591423232,0.6204204183684552,0.84442,0.8644
0.6710669918851542,0.6174497174456189,0.8448,0.8648
0.6680825225116065,0.6145383357134209,0.84522,0.8649
0.6651557200799044,0.6116844432404551,0.84556,0.8651
0.662284829293751,0.6088862853185155,0.84622,0.8656
0.6594681666143712,0.6061421786321631,0.84666,0.866
0.656704116610029,0.6034505076593853,0.84698,0.866
0.6539911285260633,0.600809721287356,0.84738,0.8667
0.6513277130603792,0.5982183296284975,0.84772,0.8669
0.6487124393299616,0.5956749010232455,0.8479,0.8672
0.6461439320155971,0.5931780592168627,0.84818,0.8672
0.6436208686726267,0.5907264806986957,0.84852,0.8678
0.641141977196609,0.5883188921931479,0.84896,0.8685
0.6387060334335736,0.5859540682923701,0.84926,0.8684
0.6363118589254844,0.5836308292214083,0.84966,0.8688
0.633958318781888,0.5813480387273707,0.85002,0.8691
0.6316443196697469,0.5791046020845927,0.8503,0.8692
0.6293688079138435,0.5768994642084878,0.85082,0.8694
0.6271307677006247,0.5747316078712612,0.85124,0.8699
0.6249292193791897,0.5726000520131018,0.85154,0.87
0.6227632178531229,0.5705038501429988,0.85184,0.8701
0.620631851057728,0.5684420888236951,0.85234,0.8704
0.6185342385173012,0.5664138862356239,0.85256,0.8709
0.6164695299776504,0.5644183908151204,0.85294,0.8714
0.6144369041092966,0.5624547799624166,0.8533,0.8716
0.6124355672770951,0.5605222588154003,0.85368,0.872
0.6104647523724558,0.5586200590851113,0.85396,0.8721
0.6085237177042592,0.5567474379495166,0.85432,0.8722
0.6066117459453099,0.55490367700213,0.85458,0.8725
0.6047281431309312,0.5530880812523478,0.85498,0.8727
0.6028722377066802,0.5512999781745535,0.8551,0.873
0.60104337962265,0.5495387168032486,0.85542,0.8731
0.599240939471333,0.5478036668716263,0.8557,0.8736
0.5974643076669655,0.5460942179911842,0.85604,0.8737
0.59571289366386,0.5444097788700861,0.8563,0.874
0.5939861252115685,0.5427497765682038,0.85658,0.8743
0.5922834476449503,0.5411136557867995,0.85688,0.8743
0.5906043232071794,0.5395008781910072,0.85716,0.8745
0.5889482304039682,0.5379109217633595,0.8573,0.8747
0.5873146633873246,0.5363432801867022,0.85756,0.8751
0.5857031313671426,0.5347974622549632,0.85786,0.8754
0.5841131580494704,0.5332729913103064,0.85812,0.8756
0.5825442810997725,0.531769404705311,0.8585,0.8757
0.5809960516298849,0.5302862532888825,0.85866,0.8759
0.5794680337077855,0.5288231009147023,0.85896,0.8759
0.5779598038885899,0.5273795239709973,0.85912,0.8761
0.5764709507659255,0.5259551109306901,0.85948,0.8762
0.5750010745426346,0.5245494619207723,0.85966,0.8766
0.5735497866198535,0.5231621883100078,0.86006,0.877
0.5721167092033949,0.5217929123141213,0.86024,0.8772
0.5707014749268589,0.5204412666174375,0.86044,0.8773
0.5693037264904226,0.5191068940104144,0.86086,0.8774
0.567923116314602,0.5177894470420689,0.86122,0.8779
0.566559306208341,0.5164885876867422,0.86144,0.8778
0.5652119670506658,0.515203987024474,0.86168,0.8781
0.5638807784852984,0.513935324934252,0.86202,0.8782
0.5625654286275334,0.5126822897997322,0.8622,0.8782
0.5612656137829413,0.5114445782266129,0.86244,0.8783
0.559981038177258,0.5102218947713117,0.86262,0.8783
0.5587114136969327,0.5090139516803064,0.8628,0.8785
0.5574564596398689,0.5078204686397124,0.86306,0.8786
0.5562159024759018,0.5066411725346092,0.8633,0.8786
0.5549894756165945,0.5054757972176689,0.86352,0.8787
0.5537769191938456,0.5043240832867005,0.86372,0.8791
0.5525779798469711,0.5031857778706436,0.86384,0.8794
