Avg Train Loss,Avg Dev Loss,Train Accurancy,Dev Accurancy
0.3761573049211195,0.3240456449723892,0.89186,0.9069
0.3100037150713513,0.28932827995922283,0.91136,0.9187
0.29683938147626615,0.27687773803006893,0.91478,0.9246
0.2912052109981596,0.2770353120855404,0.9188,0.9237
0.2852369401567828,0.270262785560021,0.91844,0.9259
0.2818661379954127,0.27931753446885527,0.92092,0.9208
0.27884064833711997,0.27542766274713765,0.92186,0.9252
0.276131131055249,0.27788915521074226,0.92204,0.921
0.2743457537811239,0.2717464311209361,0.92202,0.9272
0.2722648921019315,0.2876552218435375,0.92322,0.9195
0.27099260016068744,0.27664762151215755,0.92416,0.9221
0.269496634986369,0.2736017936070279,0.92476,0.9246
0.2682897345364986,0.285829407251425,0.92466,0.9232
0.2665505049551717,0.28633184898650205,0.92478,0.9203
0.265528151117887,0.27128170311572697,0.92524,0.9259
0.2644422979245085,0.26630442732106874,0.92456,0.9272
0.26433126425087855,0.27300955962136075,0.92628,0.9245
0.2631550857684277,0.27241357727583565,0.92592,0.9246
0.261995240847556,0.275883517433628,0.92666,0.9263
0.2621048815361228,0.27691815724056495,0.92642,0.9243
0.2607416964933148,0.27661530781394406,0.92622,0.9253
0.2611025282168291,0.26737546594327394,0.92578,0.9277
0.25947731981490685,0.27017569528740065,0.92722,0.9288
0.2597904559747389,0.28312629505207354,0.92622,0.9238
0.2591709117768764,0.2756441429884607,0.92774,0.9249
0.25817639638077833,0.2832313798852449,0.92692,0.9229
0.2574113422364788,0.3012758820189138,0.9279,0.9171
0.2563696945294836,0.2776784629750568,0.92796,0.9239
0.2567071731955674,0.2764797195754548,0.92728,0.9237
0.2561091265820186,0.278819582954321,0.9273,0.9251
0.25594733580630696,0.28226388297769434,0.9287,0.9233
0.25502085416869835,0.29553365647893853,0.92884,0.9201
0.25493874253371074,0.27565660720865326,0.92824,0.9273
0.25405059780233286,0.28712984409253606,0.92832,0.923
0.25421508000163345,0.2841029125938377,0.92834,0.9251
0.2544089500267944,0.2749106763771162,0.929,0.9251
0.2538656224771284,0.27691411939849664,0.9292,0.9262
0.2534619036086039,0.2825565803699654,0.9282,0.9241
0.2530165181615491,0.2774204367296601,0.9283,0.9282
0.2527446205465099,0.2856217655859312,0.92804,0.9241
0.25265485582844327,0.2842981318592752,0.92786,0.9238
0.25160247979816286,0.28076530504520425,0.928,0.9253
0.25203818889052215,0.27865412928783173,0.9283,0.9261
0.25184222642660403,0.27952283388943755,0.92884,0.9261
0.2514594527063662,0.2786502778373875,0.92922,0.9275
0.25123216657213066,0.2939166020282131,0.92934,0.921
0.25076107578904827,0.2865563869673523,0.92922,0.9223
0.2505962083451318,0.28381949625711517,0.929,0.9223
0.24956680846193663,0.28227244312217903,0.93006,0.9243
0.2514170036599752,0.2792032063160297,0.92892,0.9248
