Avg Train Loss,Avg Dev Loss,Train Accurancy,Dev Accurancy
0.37780228942986976,0.293224819443043,0.89104,0.9173
0.3095494983910812,0.2747192790162199,0.91166,0.9224
0.29747106873378665,0.277273341703922,0.91558,0.9245
0.29052345951768105,0.28139505571537027,0.91764,0.9222
0.2860592199019533,0.2742078354726693,0.9192,0.925
0.25903248554044517,0.26160142747992643,0.92732,0.9278
0.2563813124770579,0.2601777346027014,0.92846,0.929
0.25544393050907455,0.26075043083206595,0.92866,0.9269
0.25503150388147927,0.25971603907038915,0.9291,0.9291
0.25460566286406516,0.259480421984299,0.929,0.9291
0.25422125414390045,0.25925098152127607,0.92976,0.9292
0.25371430301609643,0.26108024683612885,0.92908,0.9289
0.25362353486600214,0.2587559697723502,0.92936,0.9294
0.25311564756951294,0.25860066910401724,0.92978,0.9288
0.252822425855923,0.2595697929691723,0.92972,0.9301
0.2502190648683052,0.25787862155964403,0.93086,0.9293
0.24989553154926158,0.25778564940015414,0.93074,0.9295
0.24983943641082243,0.2577875151813196,0.9307,0.9294
0.2497634508860444,0.25776138287962347,0.93054,0.9294
0.2497245555056552,0.25775903379592785,0.93064,0.9291
0.24972958416503332,0.2576940406604051,0.9304,0.9291
0.24966889629496392,0.2578050519414084,0.93078,0.9292
0.24965694842353495,0.257803607883099,0.93044,0.9297
0.24964268576282658,0.25771819665445644,0.93054,0.9295
0.24960735662460407,0.2577340662815016,0.93056,0.9293
0.24924635251601504,0.257713063260675,0.93054,0.9292
0.2492333761555959,0.2577011996882534,0.9306,0.9293
0.24922601848665132,0.2576954628819831,0.93064,0.9293
0.24922091884721811,0.2576916392626716,0.93066,0.9293
0.24921792246688493,0.25769250614714173,0.9307,0.9294
0.2492149871122543,0.2576900666665522,0.9307,0.9294
0.24921036538341523,0.2576855182517254,0.93066,0.9294
0.2492089429540967,0.2576861720632978,0.93068,0.9294
0.2492060863831257,0.25768727882274545,0.93076,0.9294
0.24920360832970517,0.25768733600098165,0.93066,0.9294
0.2492005053306176,0.2576870693696364,0.93062,0.9294
0.24919739975883684,0.25768706109082506,0.93064,0.9294
0.24919499023882247,0.2576871106251183,0.9307,0.9294
0.24919185542909061,0.2576883139665071,0.93084,0.9294
0.2491890439474725,0.2576844537804125,0.93062,0.9294
0.24918664812160524,0.25768207963419343,0.93074,0.9294
0.24918378785437983,0.2576803531840067,0.9306,0.9294
0.24918152895811893,0.25768097036248316,0.93074,0.9294
0.24917764781964644,0.2576812129656581,0.93068,0.9293
0.24917569468137893,0.25768113365286904,0.93068,0.9294
0.249172502016039,0.2576786556436349,0.93062,0.9294
0.24917040568833643,0.25767794329541177,0.9306,0.9293
0.2491672573469285,0.25767758394601525,0.93072,0.9294
0.24916448876125527,0.2576759018221768,0.93076,0.9294
0.24916182561294137,0.25767601177971405,0.93078,0.9294
